Age,Monthy Earnings,Gender,Home Loan,How much aware are you about solar?,How much do you expect to at least save on your average electricity bill by installing a solar panel system?,Marital Status,Rooms,New Floor,Budget,Percentage of roof dedicated,Workplace,Would you like to go for solar,Which city is your house at?
15-25,20000 - 70000,Male,No,4,31% - 40%,Single,3,Yes,50000- 1 Lac,26-50%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Delhi
15-25,1 lakh +,Male,No,4,10% - 20%,Single,3,No,50000- 1 Lac,<25%,Student,No I'd not like to buy solar,haryana.
15-25,1 lakh +,Female,No,3,10% - 20%,Single,5+,No,50000- 1 Lac,<25%,Private,No I'd not like to buy solar,WestDelhi
15-25,1 lakh +,Male,No,3,>50%,Single,3,No,Less than 50000,<25%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW,Faridabad
15-25,20000 - 70000,Male,No,3,31% - 40%,Single,5+,No,Less than 50000,26-50%,Student,No I'd not like to buy solar,Gurugram
15-25,1 lakh +,Male,Yes,5,31% - 40%,Single,5+,No,Less than 50000,<25%,Student,No I'd not like to buy solar,KANPUR
15-25,1 lakh +,Female,No,5,41% - 50%,Single,5+,Yes,50000- 1 Lac,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,kanpur
15-25,Less than 20000,Male,No,5,21% - 30%,Single,5+,Yes,50000- 1 Lac,<25%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Palwal
15-25,20000 - 70000,Female,No,4,41% - 50%,Single,4,No,50000- 1 Lac,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,MUZAFFARPUR
15-25,1 lakh +,Female,No,3,31% - 40%,Single,5+,No,Less than 50000,51-75%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Kanpur
25-35,20000 - 70000,Male,No,3,21% - 30%,Single,3,No,Less than 50000,26-50%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Gurugram
25-35,1 lakh +,Male,No,4,21% - 30%,Single,4,No,50000- 1 Lac,26-50%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Dombivli
15-25,1 lakh +,Male,Yes,5,41% - 50%,Single,2,No,Less than 50000,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Delhi
15-25,20000 - 70000,Female,No,1,31% - 40%,Single,1,Yes,Less than 50000,<25%,Private,No I'd not like to buy solar,Muzaffarpur
15-25,20000 - 70000,Female,No,4,21% - 30%,Single,3,No,Less than 50000,51-75%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Faridabad
15-25,Less than 20000,Female,No,4,31% - 40%,Single,5+,No,1 Lac - 2 Lacs,>75%,Not working yet,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Hathras
25-35,20000 - 70000,Male,No,5,21% - 30%,Single,5+,No,50000- 1 Lac,>75%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Zadeshwar
35-60,70000- 1 lakh,Male,Yes,5,>50%,Married,4,No,Less than 50000,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Delhi
15-25,20000 - 70000,Male,Yes,3,41% - 50%,Single,3,No,1 Lac - 2 Lacs,51-75%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Bareilly
15-25,20000 - 70000,Male,No,5,10% - 20%,Single,3,No,Less than 50000,<25%,College,Saving 1000+/month saving on electricity bill after spending 45000/KW,Palwal
15-25,70000- 1 lakh,Female,No,3,31% - 40%,Married,5+,Yes,50000- 1 Lac,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,KANPUR
15-25,1 lakh +,Male,No,5,10% - 20%,Single,5+,No,Less than 50000,51-75%,Business,No I'd not like to buy solar,
15-25,20000 - 70000,Female,No,2,31% - 40%,Single,5+,No,Less than 50000,51-75%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,NewDelhi
15-25,1 lakh +,Male,No,5,31% - 40%,Single,5+,Yes,50000- 1 Lac,>75%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Kanpur
15-25,20000 - 70000,Female,No,5,31% - 40%,Single,3,No,50000- 1 Lac,26-50%,Student ,Saving 1000+/month saving on electricity bill after spending 45000/KW,Faridabad
15-25,20000 - 70000,Female,No,3,21% - 30%,Single,3,No,Less than 50000,<25%,Private,No I'd not like to buy solar,Faridabad
15-25,70000- 1 lakh,Female,No,4,41% - 50%,Single,5+,No,50000- 1 Lac,51-75%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,
15-25,20000 - 70000,Female,No,3,31% - 40%,Single,5+,No,Less than 50000,<25%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Ghaziabad
25-35,70000- 1 lakh,Male,No,5,31% - 40%,Married,5+,No,50000- 1 Lac,51-75%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Faridabad
15-25,20000 - 70000,Female,No,1,21% - 30%,Single,3,No,Less than 50000,51-75%,College ,Saving 1000+/month saving on electricity bill after spending 45000/KW,Faridabad
25-35,20000 - 70000,Female,Yes,4,31% - 40%,Single,5+,No,1 Lac - 2 Lacs,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Solapur
15-25,20000 - 70000,Male,No,3,31% - 40%,Single,3,Yes,1 Lac - 2 Lacs,26-50%,Post graduate student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,DELHI
,20000 - 70000,Male,No,5,31% - 40%,Married,4,No,50000- 1 Lac,26-50%,Government,No I'd not like to buy solar,Bangalore
25-35,70000- 1 lakh,Male,Yes,4,31% - 40%,Single,3,No,50000- 1 Lac,>75%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,faridabad
15-25,20000 - 70000,Female,No,5,31% - 40%,Single,4,No,50000- 1 Lac,26-50%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,NewDelhi
15-25,1 lakh +,Female,No,5,31% - 40%,Married,5+,Yes,50000- 1 Lac,>75%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW,Delhi
15-25,1 lakh +,Male,No,5,21% - 30%,Single,3,No,50000- 1 Lac,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Mumbai
15-25,1 lakh +,Female,Yes,4,41% - 50%,Single,4,No,50000- 1 Lac,51-75%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,faridabad
15-25,1 lakh +,Female,No,2,31% - 40%,Single,4,No,50000- 1 Lac,51-75%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Faridabad
15-25,20000 - 70000,Male,Yes,5,>50%,Single,5+,No,50000- 1 Lac,26-50%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Solapur
15-25,70000- 1 lakh,Male,No,5,31% - 40%,Single,3,Yes,Less than 50000,26-50%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Indore
15-25,20000 - 70000,Male,Yes,3,10% - 20%,Single,5+,No,Less than 50000,26-50%,Agriculture,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Ghaziabad
15-25,20000 - 70000,Female,No,4,31% - 40%,Single,3,No,Less than 50000,26-50%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW,Gurgaon
15-25,20000 - 70000,Female,No,3,31% - 40%,Single,1,No,50000- 1 Lac,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Meerut
15-25,Less than 20000,Male,No,4,31% - 40%,Single,4,Yes,Less than 50000,<25%,Student,No I'd not like to buy solar,KosiKalan
15-25,20000 - 70000,Female,No,4,10% - 20%,Single,5+,No,50000- 1 Lac,26-50%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,KosiKalan
15-25,70000- 1 lakh,Male,No,5,31% - 40%,Single,5+,No,Less than 50000,<25%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW,Rewari
15-25,70000- 1 lakh,Female,No,4,41% - 50%,Single,5+,No,2 Lacs +,>75%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Newdelhi
15-25,20000 - 70000,Male,No,5,31% - 40%,Single,5+,No,Less than 50000,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Mehsana
35-60,1 lakh +,Male,Yes,2,10% - 20%,Married,4,No,Less than 50000,<25%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,ModinagarGhaziabad
15-25,20000 - 70000,Female,No,4,21% - 30%,Single,4,No,Less than 50000,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Meerut
15-25,20000 - 70000,Male,Yes,4,21% - 30%,Single,5+,Yes,50000- 1 Lac,26-50%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Palwal
15-25,Less than 20000,Male,No,5,21% - 30%,Single,5+,No,50000- 1 Lac,26-50%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Delhi
15-25,Less than 20000,Male,No,2,>50%,Single,1,No,Less than 50000,<25%,Unemployed ,No I'd not like to buy solar,Meerut
15-25,Less than 20000,Female,No,4,10% - 20%,Single,1,Yes,Less than 50000,<25%,Private,No I'd not like to buy solar,Faridabad
15-25,20000 - 70000,Female,Yes,4,31% - 40%,Single,2,Yes,Less than 50000,26-50%,None,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,mandsaur
15-25,20000 - 70000,Male,No,3,31% - 40%,Single,5+,No,50000- 1 Lac,26-50%,student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Meerutcity
15-25,Less than 20000,Female,No,5,>50%,Single,3,No,Less than 50000,<25%,Seeking for job iam a fresher,Saving 1000+/month saving on electricity bill after spending 45000/KW,AKOLA
35-60,70000- 1 lakh,Male,No,5,21% - 30%,Married,5+,No,Less than 50000,<25%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW,Aurangabad
15-25,Less than 20000,Male,No,3,21% - 30%,Single,5+,Yes,Less than 50000,<25%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Guwahati
25-35,20000 - 70000,Male,No,5,31% - 40%,Single,4,No,Less than 50000,51-75%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Meerut
15-25,Less than 20000,Female,Yes,4,21% - 30%,Single,4,No,Less than 50000,<25%,Business,No I'd not like to buy solar,Ggjvj
15-25,Less than 20000,Male,Yes,5,10% - 20%,Single,3,No,Less than 50000,<25%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW,Noida
15-25,70000- 1 lakh,Female,Yes,4,21% - 30%,Single,2,No,Less than 50000,51-75%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,NEPANAGAR
15-25,20000 - 70000,Male,No,4,21% - 30%,Single,5+,No,1 Lac - 2 Lacs,<25%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Solapur
15-25,1 lakh +,Male,No,3,>50%,Single,5+,No,Less than 50000,26-50%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Mumbai
35-60,70000- 1 lakh,Female,Yes,3,21% - 30%,Married,3,No,Less than 50000,<25%,NA,Saving 1000+/month saving on electricity bill after spending 45000/KW,Noida
15-25,Less than 20000,Male,No,3,31% - 40%,Single,5+,No,Less than 50000,26-50%,Private,No I'd not like to buy solar,Kolkata
15-25,70000- 1 lakh,Male,No,3,10% - 20%,Single,3,No,50000- 1 Lac,26-50%,Student  not working,Saving 1000+/month saving on electricity bill after spending 45000/KW,Bhubaneswar
15-25,1 lakh +,Male,Yes,3,31% - 40%,Single,5+,No,50000- 1 Lac,26-50%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Udaipur
15-25,20000 - 70000,Female,Yes,5,21% - 30%,Single,3,No,Less than 50000,<25%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Assam
25-35,20000 - 70000,Female,No,3,21% - 30%,Single,5+,No,50000- 1 Lac,>75%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,meerut
15-25,Less than 20000,Female,No,1,21% - 30%,Single,2,Yes,Less than 50000,<25%,stuedent,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Pune
25-35,1 lakh +,Male,Yes,3,31% - 40%,Married,4,No,50000- 1 Lac,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Palwal
15-25,20000 - 70000,Female,No,2,21% - 30%,Single,2,No,Less than 50000,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Tezpur
15-25,20000 - 70000,Male,No,4,21% - 30%,Single,5+,No,Less than 50000,51-75%,NA,Saving 1000+/month saving on electricity bill after spending 45000/KW,Tinsukia
15-25,20000 - 70000,Male,Yes,3,21% - 30%,Single,5+,Yes,Less than 50000,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Pune
15-25,20000 - 70000,Female,No,5,>50%,Married,4,No,50000- 1 Lac,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Delhi
25-35,70000- 1 lakh,Male,No,5,41% - 50%,Single,3,Yes,50000- 1 Lac,26-50%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Faridabad
15-25,20000 - 70000,Female,Yes,3,41% - 50%,Single,5+,No,Less than 50000,26-50%,Private,No I'd not like to buy solar,Delhi
15-25,20000 - 70000,Female,No,3,21% - 30%,Single,3,No,Less than 50000,26-50%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Patna
15-25,20000 - 70000,Male,No,4,10% - 20%,Single,3,No,Less than 50000,<25%,Student,No I'd not like to buy solar,Cochin
25-35,1 lakh +,Male,No,3,31% - 40%,Single,4,No,50000- 1 Lac,26-50%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Gwalior
15-25,1 lakh +,Male,No,4,10% - 20%,Single,5+,No,Less than 50000,<25%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Noida
15-25,20000 - 70000,Female,No,4,21% - 30%,Single,3,No,Less than 50000,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Noida
25-35,1 lakh +,Female,Yes,5,>50%,Married,3,No,Less than 50000,>75%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Faridabad
15-25,20000 - 70000,Female,Yes,3,10% - 20%,Single,3,No,Less than 50000,26-50%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Guwahati
15-25,1 lakh +,Male,Yes,5,41% - 50%,Single,3,No,50000- 1 Lac,26-50%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Guwahati
35-60,1 lakh +,Male,No,5,41% - 50%,Married,3,No,50000- 1 Lac,51-75%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Noida
15-25,1 lakh +,Male,No,4,>50%,Single,3,No,Less than 50000,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Meerut
15-25,20000 - 70000,Female,Yes,5,>50%,Single,2,Yes,Less than 50000,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Gwalior
15-25,70000- 1 lakh,Male,No,5,21% - 30%,Single,2,Yes,Less than 50000,<25%,Private,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Kolkata
35-60,1 lakh +,Female,No,2,21% - 30%,Married,4,No,Less than 50000,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Pune
25-35,20000 - 70000,Female,No,5,21% - 30%,Single,3,No,50000- 1 Lac,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Lucknow
15-25,20000 - 70000,Male,No,5,10% - 20%,Single,5+,No,Less than 50000,<25%,Student,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,lucknow
25-35,70000- 1 lakh,Female,No,3,31% - 40%,Married,3,No,Less than 50000,51-75%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Kolkata
15-25,20000 - 70000,Male,No,4,21% - 30%,Single,5+,No,50000- 1 Lac,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Burla
15-25,70000- 1 lakh,Male,Yes,1,21% - 30%,Single,3,No,50000- 1 Lac,51-75%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Kolkata
35-60,70000- 1 lakh,Female,No,5,41% - 50%,Married,3,No,Less than 50000,26-50%,House maker,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Kolkata
15-25,20000 - 70000,Female,No,5,41% - 50%,Single,3,No,Less than 50000,26-50%,Student,No I'd not like to buy solar,Guwahati
35-60,1 lakh +,Male,No,5,41% - 50%,Married,4,No,50000- 1 Lac,51-75%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Noida
15-25,20000 - 70000,Female,No,3,21% - 30%,Single,2,No,50000- 1 Lac,<25%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,NewDelhi
15-25,20000 - 70000,Male,No,4,41% - 50%,Single,2,No,1 Lac - 2 Lacs,26-50%,None,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Assam
15-25,1 lakh +,Female,Yes,5,>50%,Single,5+,Yes,50000- 1 Lac,51-75%,Student,No I'd not like to buy solar,Ahmedabad
15-25,20000 - 70000,Female,Yes,4,21% - 30%,Single,2,No,Less than 50000,26-50%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Meerut
15-25,20000 - 70000,Female,No,3,41% - 50%,Single,3,Yes,50000- 1 Lac,51-75%,Business,No I'd not like to buy solar,Thane
15-25,1 lakh +,Male,No,5,31% - 40%,Single,4,No,1 Lac - 2 Lacs,>75%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,AHMEDABAD
35-60,1 lakh +,Male,Yes,3,21% - 30%,Married,3,No,50000- 1 Lac,<25%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Faridabad
15-25,70000- 1 lakh,Female,No,5,41% - 50%,Single,5+,No,Less than 50000,>75%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Junagadh
35-60,1 lakh +,Male,Yes,4,31% - 40%,Married,5+,No,Less than 50000,26-50%,Government,Saving 1000+/month saving on electricity bill after spending 45000/KW,Sehore
15-25,20000 - 70000,Male,No,4,31% - 40%,Single,5+,No,Less than 50000,26-50%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Bangalore
35-60,70000- 1 lakh,Female,No,5,41% - 50%,Married,4,Yes,1 Lac - 2 Lacs,51-75%,Business,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Gandhidham
15-25,Less than 20000,Male,Yes,1,10% - 20%,Single,2,Yes,Less than 50000,<25%,Business,Saving 1000+/month saving on electricity bill after spending 45000/KW,Junagadh
15-25,20000 - 70000,Male,No,5,31% - 40%,Single,3,No,50000- 1 Lac,51-75%,Private,Saving 1000+/month saving on electricity bill after spending 45000/KW,Rajkot
15-25,70000- 1 lakh,Male,No,3,31% - 40%,Single,5+,No,1 Lac - 2 Lacs,26-50%,Government,Avail solar electricity at 50% down payment and rest in 6 month EMI's at 0% interest,Junagadh
15-25,20000 - 70000,Male,Yes,3,21% - 30%,Single,5+,Yes,Less than 50000,<25%,Student,Saving 1000+/month saving on electricity bill after spending 45000/KW,Baroda
